level,item,word,part_of_speech,pronunciation,meaning
3,407,fatten,v.,แฟทเทิน,ทำให้อ้วน
3,408,fault,n.,ฟอลทฺ,"ความผิดพลาด, ข้อบกพร่อง"
3,409,feral,adj.,เฟอเริล,"ไม่เชื่อง, ดุร้าย"
3,410,fertilizer,n.,เฟอทะไลเซอะ,ปุ๋ย
3,411,fianc,n.,ฟิอานเซ,คู่หมั้น
3,412,fiesta,n.,ฟีเอสตะ,"วันเทศกาล, วันนักขัตฤกษ์"
3,413,filter,n.,ฟิลเทอะ,เครื่องกรอง
3,414,find out,v.,ไฟนดฺ เอาทฺ,ค้นพบ
3,415,flax,n.,แฟลกซฺ,"ป่าน, ปอ"
3,416,flock,n.,ฟลอค,ฝูงชน
3,417,footprint,n.,ดอคคูเมินทฺ,รอยเท้า
3,418,force,n.,ฟอร์ซ,กองกำลัง
3,419,foreman,n.,ฟอร์เมิน,หัวหน้าคนงาน
3,420,formation,n.,ฟอร์เมเชิน,การก่อรูปแบบ
3,421,fortune,n.,ฟอร์ชูน,"โชค, ทรัพย์สมบัติ"
3,422,frankly,adv.,แฟลงคี,อย่างตรงไปตรงมา
3,423,frantically,adv.,แฟลนทิคลี,อย่างไม่สามารถคุมอารมณ์ได้
3,424,fraud,n.,ฟรอด,คนหลอกลวง
3,425,frighten,v.,ไฟรเทิน,"เขย่าขวัญ, ทำให้กลัว"
3,426,frown,v.,ฟราวนฺ,"แสดงความไม่พอใจ, ทำหน้าบึ้ง"
3,427,frustrated,adj.,ฟรัสเตรททิด,ท้อแท
3,428,frustration,n.,ฟรัสเตรชเชิน,"ความผิดหวัง, ความไม่พอใจ, ความขัดข้องใจ"
3,429,full-time,adj.,ฟูล ไทมฺ,เต็มเวลา
3,430,fully,adv.,ฟูลลี,เต็มที่
3,431,fund,n.,ฟันดฺ,ทุน
3,432,furious,adj.,ฟิวเรียส,เต็มไปด้วยความโกรธ
3,433,gardener,n.,การ์เดินเนอะ,ชาวสวน
3,434,garment,n.,การ์เมินทฺ,เสื้อผ้า
3,435,gather,v.,แกธเธอะ,"รวบรวม, นำไปรวม, เก็บ, ชุมนุม"
3,436,gaze,n.,เกซ,การเพ่งมอง
3,437,germ,n.,เจิร์ม,"เชื้อจุลนทรีย์, เชื้อโรค"
3,438,giggle,v.,กิกเกิล,หัวเราะคิกคัก
3,439,glimpse,n.,กลิมซฺ,การมองเห็นเพียงแวบเดียว
3,440,goggle,n.,กอกเกิล,แว่นตากันลม
3,441,gourmet,n.,กัวเม,นักชิมอาหาร
3,442,govern,v.,กัฟเวิน,ปกครอง
3,443,government,n.,กัฟเวินเมินทฺ,รัฐบาล
3,444,grasp,v.,แกรสพฺ,"จับ, ฉวย, คว้า"
3,445,grease,n.,กรีซ,"น้ำมัน, จาระบี"
3,446,grid,n.,กริด,ตะแกรง
3,447,grief,n.,กรีฟ,ความเศร้าโศก
3,448,ground rule,n.,กราวนดฺ รูล,กฎพื้นฐาน
3,449,grownup,n.,กราวนฺอัพ,ผู้ใหญ
3,450,guarantee,n.,แกเรินที,การรับประกัน
3,451,habit,n.,แฮบิท,"ความเคยชิน, นิสัย"
3,452,habitat,n.,แฮบิแทท,ถิ่นที่อยู่ของพืชหรือสัตว
3,453,handful,n.,แฮนดฺฟูล,"กำมือหนึ่ง, งานเต็มมือ"
3,454,handle,v.,แฮนเดิล,"ดูแล, ถือ, จัดการ"
3,455,handwritten,adj.,แฮนดฺริทเทิน,ที่เขียนด้วยลายมือ
3,456,harmful,adj.,ฮาร์ม,"ซึ่งให้โทษ, ซึ่งเป็นอันตราย"
3,457,hassle,n.,แฮซเซิล,"การทะเลาะ, ความยุ่งยาก"
3,458,haunted,adj.,ฮอนทิด,"สิงสู่, ครอบงำ"
3,459,headquarter,n.,เฮดควอเทอะ,"กองบัญชาการ, สำนักงานใหม"
3,460,heal,v.,ฮีล,รักษา
3,461,heir,n.,แอร์,"ผู้รับมรดก, ทายาท"
3,462,hire,v.,ไฮเออะ,"จ้าง,"
3,463,historical,adj.,ฮิสตอริเคิล,เกี่ยวกับประวัติศาสตร์
3,464,holy,adj.,โฮลี,ศักดิ์สิทธิ์
3,465,hospitable,adj.,ฮอสปิทะเบิล,ที่ม่จิตใจต้อนรับขับสู้
3,466,hound,n.,ฮาวนดฺ,สุนัขล่าสัตว
3,467,household,n.,เฮาสฺโฮลดฺ,"ครอบครัว, ครัวเรือน"
3,468,house-sitting,v.,เฮาสฺ ซิททิง,การดูแลบ้านแทนคนอื่น
3,469,humor,n.,ฮิวเมอะ,อารมณ์ขัน
3,470,hypnotism,n.,ฮิพนะทิซเซิม,วิชาการสะกดจิต
3,471,ideal,adj.,ไอเดียล,"ยอดเยี่ยม, ในอุดมคติ"
3,472,identical,adj.,ไอเดนทิเคิล,เหมือนกันทุกประการ
3,473,identify,v.,ไอเดนทิฟาย,จำแนกแยกแยะ
3,474,identity,n.,ไอเดนทิที,บุคลิกลักษณะ
3,475,immigrant,n.,อิมมิเกรินทฺ,ผู้อพยพจากนอกประเทศ
3,476,imperative,n.,อิมแพระทีฟ,"ความสำคัญ, คำสั่ง"
3,477,impersonate,v.,อิมเพอเซินเนท,"เลียนแบบ, ปลอมตัว"
3,478,imply,v.,อิมพลาย,บอกเป็นนัย
3,479,improvement,n.,อิมพรูฟเมินทฺ,"การปรับปรุง, การแก้ไข"
3,480,inappropriately,adv.,อินอะพรอพพริเอิทลี,อย่างไม่เหมาะสม
3,481,incident,n.,อินซิเดินทฺ,เหตุการณ์
3,482,incidentally,adv.,อินซิเดนทฺลี,โดยบังเอิญ
3,483,incite,v.,อินไซทฺ,"กระตุ้น, ส่งเสริม, ผลักดัน"
3,484,indefinite,adj.,อินเดฟฟินิท,ซึ่งไม่มีข้อกำหนด
3,485,indention,n.,อินเดนเชิน,"การย่อหน้า, การทำให้เกิดรอยตัด, รอยบาก"
3,486,independence,n.,อินดิเพนเดินซฺ,อิสรภาพ
3,487,independent,adj.,อินดิเพนเดินทฺ,"อิสระ, เอกราช"
3,488,independently,adv.,อินดิเพนเดินทฺลี,อย่างเป็นอิสระ
3,489,indicate,v.,อินดิเคท,"แสดง, บ่งชี้"
3,490,indicator,n.,อินดิเคเทอะ,สิ่งที่ชี้บอกดัชนี
3,491,individually,adv.,อินดิวิดจูเออะลี,"อย่างเอกเทศ, โดยเป็นรายบุคคล"
3,492,inevitable,n.,อินเอวิทะเบิล,ซึ่งหลีกเลี่ยงไม่ได้
3,493,infinite,adj.,อินฟินิท,"ไม่มีที่สิ้นสุด, ไม่มีขอบเขต"
3,494,influence,v.,อินฟลูเอินซฺ,มีอิทธิพลต่อ
3,495,influential,adj.,อินฟลูเอินเชิล,ซึ่งมีอิทธิพล
3,496,informal,adj.,อินฟอร์มอล,ไม่เป็นทางการ
3,497,informative,adj.,อินฟอร์มะทีฟ,"ซึ่งให้ความรู้, ซึ่งให้ข้อมูล"
3,498,inherit,v.,อินเฮอริท,รับมรดก
3,499,inject,v.,อินเจคทฺ,ฉีด
3,500,injured,adj.,อินเจอร์ดฺ,ได้รับบาดเจ็บ
3,501,inquire,v.,อินไควเออะ,ไต่ถาม
3,502,insane,adj.,อินเซน,วิกลจริต
3,503,insight,n.,อินไซทฺ,ความเข้าใจลึกซึ้ง
3,504,insist,v.,อินซิสทฺ,ยืนยัน
3,505,inspiration,n.,อินสปะเรเชิน,"การดลใจ, แรงบันดาลใจ"
3,506,inspire,v.,อินสไปเออะ,"บันดาลใจ, ดลใจ"
3,507,instantly,adv.,อินสแตนทฺลี,"ขณะ, ชั่วอึดใจหนึ่ง, เดี๋ยวนี้"
3,508,instead,adv.,อินสเตท,แทนที่
3,509,instead of,prep.,อินสเตท ออฟ,"แทนที่ของ, มาแทน"
3,510,instinct,n.,อินสติงคทฺ,สัญชาติญาณ
3,511,institute,n.,อินสติทิวทฺ,สถาบัน
3,512,instruction,n.,อินสตรัคเชิน,"การสอน, คำสั่ง"
3,513,instructor,n.,อินสครัคเทอะ,"ครู, ผู้สอน"
3,514,instrument,n.,อินสตรูเมินทฺ,"เครื่องมือ, เครื่องดนตรี, อุปกรณ์"
3,515,insufficient,adj.,อินซะฟิเชินทฺ,ไม่พอ
3,516,insurance,n.,อินชัวร์เรินซฺ,การประกันภัย
3,517,intellectual,adj.,อินทะเลคชวล,เกี่ยวกับปัญญา
3,518,intention,n.,อินเทนเชิน,"เจตนา, ความตั้งใจ"
3,519,interior,adj.,อินทีเรีย,"ภายใน, ข้างใน, ธาตุแท้"
3,520,intermediate,adj.,อินทะมีเดียท,"คนกลาง, ตัวกลาง, อยู่ตรงกลาง"
3,521,interpret,v.,อินเทอะเพริท,"อธิบาย, แปล"
3,522,intimidate,v.,อินทิมีเดท,"ขู่, กรรโชก"
3,523,intonation,n.,อินทะเนเชิน,เสียงสูงต่ำ
3,524,invade,v.,อินเวด,บุกรุก
3,525,invader,n.,อินเวเดอะ,ผู้รุกราน
3,526,invert,v.,อินเวิร์ท,"สับเปลี่ยน, คว่ำ, พลิกกลับ"
3,527,investigate,v.,อินเวสทิเกท,สืบสวน
3,528,investigation,n.,อินเวมทิเกเชิน,การสืบสวน
3,529,involve,v.,อินวอลฟฺ,"เกี่ยวพัน, เกี่ยวข้อง"
3,530,irregular,adj.,อิเรกกิวละ,ผิดปกติ
3,531,irresponsible,adj.,อิริสปอนซะเบิล,ขาดความรับผิดชอบ
3,532,irritate,v.,อิริเทท,"ทำให้ระคายเคือง, ทำให้รำคาญ"
3,533,itinerary,n.,ไอทิเนอระรี,"กำหนดการเดินทาง, แผนการเดินทาง"
3,534,join,v.,จอยนฺ,"เชื่อม, ติด"
3,535,judge,n.,จัดจฺ,"ตุลาการ, ผู้พิพากษา, กรรมการ"
3,536,junction,n.,จังเชิน,"จุดเชื่อมต่อ, ชุมทาง"
3,537,kilt,n.,คิลทฺ,กระโปรงสั้นพับจีบ
3,538,knowledge,n.,โนลิจ,ความรู้
3,539,landscape,n.,แลนดฺสเกพ,ภาพภูมิประเทศ
3,540,lean,v.,ลีน,"พิง, ยัน, อิง"
3,541,legendary,adj.,เลจเจินดะรี,"ซึ่งเป็นตำนาน, ซึ่งเป็นนิทาน"
3,542,legislation,n.,เลจิสเลเชิน,"กฎหมาย, ข้อบังคับ"
3,543,leisure,n.,เลชเชอะ,เวลาว่าง
3,544,length,n.,เลงธฺ,"ความยาว, ระยะทาง"
3,545,lengthen,v.,เลงเธิน,ทำให้ยาวขึ้น
3,546,license,n.,ไลเซินซฺ,ใบอนุญาต
3,547,limestone,n.,ไลมฺสโตน,หินปูน
3,548,lit,v.,ลิท,จุดไฟ
3,549,literal,adj.,ลิททะเริล,"ตามตัวอักษร, แท้จริง"
3,550,literary,adj.,ลิททะระรี,"เกี่ยวกับการประพันธ์, เกี่ยวกับวรรณคดี"
3,551,loathe,v.,โลธ,รังเกียจ
3,552,locate,v.,โลเคท,"ที่ตั้ง, ตั้ง, อยู่"
3,553,lorry,n.,ลอรี,รถบรรทุก
3,554,lush,adj.,ลัช,"เขียวชอุ่ม, เขียวขจี"
3,555,luxurious,adj.,ลักชูเรียส,"หรูหรา, โอ่อ่า"
3,556,lyrics,adj.,ลิริค,เนื้อเพลง
3,557,magnificent,adj.,แมกนิฟิเซินทฺ,"งดงาม, สง่างาม, ดีเลิศ"
3,558,magpie,n.,แมกพาย,นกกางเขน
3,559,mainly,adv.,เมนลี,"ส่วนใหญ่, โดยทั่วไป"
3,560,maintain,v.,เมนเทน,"ดำรงไว, คงไว้"
3,561,maintenance,n.,เมนทะเนินทซฺ,"การค้ำจุน, การบำรุง, การรักษา"
3,562,make up,v.,เมค อัพ,สร้างขึ้น
3,563,manage,v.,แมนิจ,"บริหาร, จัดการ"
3,564,management,n.,แมนนิดจฺเมินทฺ,การจัดการ
3,565,manhood,n.,แมนฮูด,"ความเป็นชาย, ความกล้าหาญ"
3,566,man-made,adj.,แมน เมด,"ซึ่งทำเทียม, คนทำขึ้น"
3,567,manufacture,v.,แมนนูแฟคเชอะ,ผลิตด้วยเครื่องจักร
3,568,manufacturer,n.,แมนนูแฟคเชอะเรอะ,ผู้ผลิต
3,569,march,n.,มาร์ช,"การเดินขบวน, การเดินแถว"
3,570,marital,adj.,แมริเทิล,"ระหว่างสามีภรรยา, เกี่ยวกับการสมรส"
3,571,marketing,n.,มาร์เคททิง,การตลาด
3,572,married,adj.,แมริด,แต่งงานแล้ว
3,573,martial art,n.,มาร์เชิล อาร์ท,ศิลปะการป้องกันตัว
3,574,marvel,n.,มาร์เวิล,"สิ่งอัศจรรย์, สิ่งน่าพิศวง"
3,575,mash,n.,แมช,"มันบด, อาหารผสมสำหรับสัตว์"
3,576,mass-production,n.,แมส พระดัคเชิน,การผลิตจำนวนมาก
3,577,material,n.,มะทีเริล,วัตถุดิบ
3,578,matrimonial,adj.,แมนทริโมเนียล,"เกี่ยวกับชีวิตสมรส, เกี่ยวกับการแต่งงาน"
3,579,matter,n.,แมทเทอะ,"เนื้อ, วัตถุ, สาระ, เรื่อง, เรื่องราว"
3,580,maturity,n.,มะชัวระที,"วุฒิภาวะ, ความเป็นผู้ใหญ๋"
3,581,measles,n.,มีซเซิล,โรคหัด
3,582,medical,adj.,เมดดิเคิล,ทางการแพทย์
3,583,membership,n.,เมมเบอะชิพ,การเป็นสมาชิก
3,584,mend,v.,เมนดฺ,"แก้ไข, ปะชุน, ซ่อมแซม"
3,585,mention,v.,เมนเชิน,"กล่าวถึง, อ้างถึง"
3,586,merchandise,n.,เมอเชินไดซฺ,สินค้า
3,587,method,n.,เมธเธิด,"แบบแผน, เป็นระเบียบ"
3,588,microbe,n.,ไมโครบ,"จุลินทรีย, ผลิตภันฑ์"
3,589,microscope,n.,ไมคระสโคบ,กล้องจุลทรรศน์
3,590,midtown,n.,มิดทาวนฺ,ใจกลางเมือง
3,591,millipede,n.,มิลลิพิด,กิ้งกือ
3,592,mistake,n.,มิสเตค,"ความผิดพลาด, ข้อผิดพลาด"
3,593,modest,adj.,โมดิสทฺ,"ถ่อมตัว, พอประมาณ, ไม่ใหญ่โตโอ่อ่า"
3,594,mold,n.,โมลดฺ,"แบบที่หล่อออกมา, แม่พิมพ์"
3,595,monitor,n.,มอนิเทอะ,"โทรทัศน์วงจรปิด, ผู้ดูแล, การตรวจตรา"
3,596,monopoly,n.,มะโนพะลี,"เอกสิทธิ์, ระบบผูกขาด"
3,597,monument,n.,มอนนิวเมินทฺ,อนุสาวรีย์
3,598,mostly,adv.,โมสทฺลี,ส่วนมาก
3,599,moth,n.,โมธ,ผีเสื้อกลางคืนหรือชีปะขาว
3,600,motive,n.,โมทีฟ,"แรงจูงใจ, แรงกระตุ้น"
3,601,mound,n.,เมานดฺ,"เนิน, โคก"
3,602,moviemaker,n.,มูฟวีเมคเกอะ,ผู้สร้างภาพยนตร์
3,603,multinational,adj.,มัลทิแนเชินเนิล,หลายชาติ
3,604,murder,v.,เมอร์เดอะ,"ฆ่า, ฆาตรกรรม"
3,605,musketeer,n.,มัสเคิทเทีย,ทหารปืนคาบศิลา
3,606,mysterious,adj.,มิสติเรียส,ลึกลับ
3,607,mystery,n.,มิสฺตรี,ความลึกลับ
3,608,mythology,n.,มิธธอละจี,"เทพนิยาย, เรื่องนิทาน"
3,609,native,adj.,เนทีฟ,"โดยกำเนิด, พื้นเมือง, ตามธรรมชาติ"
3,610,natural,adj.,แนชเชอเริล,โดยธรรมชาติ
3,611,navigate,v.,แนฟวิเกท,"หาเส้นทาง, เดินเรือ"
3,612,navigation,n.,แนฟวิเกเชิน,"การเดินเรือ, การนำเครื่องบิน"
3,613,needful,adj.,นีดฟูล,ที่จำเป็น
3,614,needless,adj.,นีดเลส,ไม่จำเป็น
3,615,neighborhood,n.,เนบะฮูด,"ละแวกบ้าน, บ้านใกล้เรือนเคียง"
3,616,neither,adj.,นีธเธอะ/ไนเธอะ,ไม่ทั้งสอง
3,617,nerve,n.,เนิร์ฟ,เส้นประสาท
3,618,nervous,adj.,เนอร์เวิส,กังวลใจ
3,619,network,n.,เนทเวิร์ค,เครือข่าย
3,620,nevertheless,adv.,เนฟเวอะธะเลส,แม้กระทั้ง
3,621,nobility,n.,โนบิละที,"พวกขุนนาง, ชนชั้นสูง, ผู้ดี"
3,622,notorious,adj.,โนทอเรียส,มีชื่อเสียงในทางไม่ดี
3,623,novelty,n.,โนเวิลที,"ของแปลก, ของใหม่, ความแปลก"
3,624,nuisance,n.,นูเซินสฺ,"การรบกวน, สิ่งก่อความรำคาญ"
3,625,nutritional,adj.,นูทริเชินเนิล,"ทางอาหาร, เกี่ยวกับอาหาร"
3,626,nutritious,adj.,นูทริเชิส,ซึ่งบำรุงสุขภาพ
3,627,obligation,n.,ออบบลิเกเชิน,"ข้อตกลง, การบังคับ"
3,628,obligatory,adj.,อับบลิเกิททรี,"ที่ควรปฏิบัติตามหลักกฏหมาย, เป็นภาระข้อผูกมัด"
3,629,obvious,adj.,ออบเวียส,ชัดเจน
3,630,occur,v.,อะเคอ,เกิดขึ้น
3,631,offensive,adj.,อะเฟนซีฟ,"ซึ่งทำให้ขุ่นเคือง, ก้าวร้าว"
3,632,onlooker,n.,ออนลุคเกอะ,ผู้ชม
3,633,onto,prep.,ออนทู,"ไปบน, ไปยัง"
3,634,operate,v.,ออพพะเรท,"ทำงาน, ผ่าตัด, ปฏิบัติการ"
3,635,optimistic,adj.,ออพทิมิสติค,การมองโลกในแง่ดี
3,636,option,n.,ออพเชิน,"การเลือก, ทางเลือก"
3,637,originally,adv.,อะริจจะเนิลลี,"อย่างดั้งเดิม, โดยเริ่มแรก"
3,638,outback,n.,เอาทฺแบค,"ชนบท, พื้นที่ห่างไกลความเจริญ"
3,639,outgoing,adj.,เอาทฺโกอิง,"ออกไป, จากไป"
3,640,outlaw,n.,เอาทฺลอ,คนนอกกฎหมาย
3,641,outstanding,adj.,เอาทฺสแตนดิง,"เด่น, สำคัญ, โดดเด่น"
3,642,overall,adj.,โอเวอะออล,ทั้งหมด
3,643,overcome,v.,โอเวอะคัม,"พิชิต, ชนะ"
3,644,overcrowd,v.,โอเวอะคราวดฺ,"ทำให้แน่นเกินไป, แออัด"
3,645,overhear,v.,โอเวอะเฮีย,ได้ยินโดยไม่ตั้งใจ
3,646,overlook,v.,โอเวอะลุค,"มองข้าม, เมินเฉย"
3,647,parachute,n.,แพระชูท,ร่มชูชีพ
3,648,paralyze,v.,แพระไลซฺ,ทำให้เป็นอัมพาต
3,649,parentheses,n.,พะเรนธะซิส,"เครื่องหมาย, วงเล็บ"
3,650,partially,adv.,พาเชิลลี,เป็นบางส่วน
3,651,participate,v.,พาร์ทิซิเพท,"มีส่วนร่วม, เข้าร่วม"
3,652,particular,adj.,พะทิคคิวละ,โดยเฉพาะ
3,653,passion,n.,แพชเชิน,"ความหลงไหล, กิเลส"
3,654,patch,n.,แพทชฺ,รอยปะ
3,655,patent,n.,แพเทินทฺ,สิทธิบัตร
3,656,patrol,n.,พะโทรล,การตรวจตรา
3,657,pavement,n.,เพฟเมินทฺ,"ทางเดิน, ฟุตบาท"
3,658,pay back,v.,เพ แบค,"จ่ายคืน, แก้แค้น"
3,659,peacefully,adv.,ฟีซเฟอะลี,"อย่างสงบ, มีสันติภาพ"
3,660,pedestrian,n.,พะเดสเตรน,คนเดินเท้า
3,661,peeve,v.,พีฟ,"ทำให้โกรธ, รำคาญใจ"
3,662,perfectly,adv.,เพอฟิคทฺลี,"อย่างยอดเยี่ยม, อย่างสมบูรณ์แบบ"
3,663,performance,n.,เพอะฟอร์เมินซฺ,"การปฏิบัติ, การแสดง"
3,664,period,n.,พีเรียด,"ช่วงมีประจำเดือน, ระยะเวลา, ช่วงเวลาในประวัติศาสตร์"
3,665,permission,n.,เพอะมิชเชิน,การอนุญาต
3,666,personnel,n.,เพอซะเนล,"พนักงาน, ฝ่ายบุคคล"
3,667,persuade,v.,เพอสเวด,ชักชวน
3,668,persuasive,adj.,เพอสเวซีฟ,สามารถชักจูงได้
3,669,pessimist,n.,เพสซิมิสทฺ,คนมองโลกในแง่ร้าย
3,670,pessimistic,adj.,เพสซิมิสติกทฺ,ที่มองโลกในแง่ร้าย
3,671,philosophy,n.,ฟะลอซะฟี,หลักปรัชญา
3,672,physical,adj.,ฟิสซิเคิล,เกี่ยวกับร่างกาย
3,673,pierce,v.,เพียซ,"เจาะ, แทง"
3,674,pile,n.,ไพลฺ,กอง
3,675,pilgrim,n.,พิลกริม,ผู้แสวงบุญ
3,676,pimple,n.,พิมเพิล,สิว
3,677,pinpoint,v.,พินพอยทฺ,"ปลายเข็ม, เรื่องเล็กน้อย"
3,678,pioneer,n.,ไพเออะเนียร์,นักบุกเบิก
3,679,pitch,v.,พิทชฺ,"ขว้าง, โยน, ระดับ"
3,680,platter,n.,แพลทเทอะ,"จานตื้นขนาดใหญ่, แผ่นเสียง"
3,681,plenary,adj.,พรีนะรี,"เต็มที่, สมบูรณ์, ครบองค์"
3,682,pointed,adj.,พอยเทด,"แหลม, แหลมคม"
3,683,polish,v.,พอลิช,"ขัดเงา, ขัดมัน, ขัดถู"
3,684,population,n.,พอพพิวเลเชิน,ประชากร
3,685,porch,n.,พอร์ช,"ชานบ้าน, ระเบียง, เฉลียง"
3,686,portable,adj.,พอร์ททะเบิล,"พกพาได้, หิ้วได้"
3,687,porter,n.,พอร์ทเทอะ,พนักงานยกกระเป๋าตามโรงแรม
3,688,possession,n.,พะเซสเชิน,การครอบครอง
3,689,possibility,n.,พอสสะบิละที,สิ่งที่เป็นไปได
3,690,postage,n.,โพสติจ,อัตราคาไปรษณีย์
3,691,postal,adj.,โพสเทิล,เกี่ยวกับที่ทำการไปรษณีย์
3,692,postpone,v.,เพิสโปน,เลื่อนเวลาออกไป
3,693,potential,n.,พะเทนเชิล,ศักยภาพที่จะพัฒนาได้
3,694,practical,adj.,แพรคทิเคิล,ที่ใช้งานได้จริง
3,695,preclude,v.,พรีคลูด,"ทำให้เป็นไปไม่ได้, ป้องกัน, ขัดขวาง"
3,696,precocious,adj.,พรีโคเชิส,"แก่แดด, โตเกินวัย"
3,697,predictable,adj.,พรีดิคทะเบิล,ที่พอจะทำนายได้
3,698,prefer,v.,พรีเฟอ,ชอบมากกว่า
3,699,preference,n.,เพรฟฟะเรินซฺ,"สิ่งที่ชอบ, คนที่ชอบ"
3,700,premiere,n.,พรีเมียร์,"การแสดงในรอบปฐมทัศน์, การโหมโรง"
3,701,preserve,v.,พรีเซิร์ฟ,"รักษาไว้, อนุรักษ์"
3,702,prison,n.,พริเซิน,"คุก, เรือนจำ"
3,703,prisoner,n.,พริเซินเนอะ,นักโทษ
3,704,privacy,n.,ไพรวะซี,"ความสันโดษ, ความเป็นส่วนตัว"
3,705,probable,adj.,พรอบบะเบิล,เป็นไปได
3,706,probably,adv.,พรอบบะบลี,อย่างเป็นไปได้
3,707,procedure,n.,พระซีเจอะ,"กิจการ, ระเบียบการ, การปฏิบัติ"
3,708,proceed,v.,โพรซีด,ดำเนินต่อไป
3,709,process,n.,โพรเซส,กระบวนการ
3,710,produce,v.,พระดิวซฺ,"ให้กำเนิด, ผลิต"
3,711,profession,n.,พระเฟชเชิน,"อาชีพ, วิชาชีพ"
3,712,professional,adj.,พระเฟชเชอะเนิล,"เกี่ยวกับอาชีพ, ชำนาญ"
3,713,professionally,adv.,พระเฟชเชอะเนิลลี,"อย่างมืออาชีพ, อย่างชำนาญ"
3,714,prohibition,n.,โพรอิบิเชิน,ข้อห้าม
3,715,promise,n.,พรอมมิส,สัญญา
3,716,promotion,n.,พระโมเชิน,"การเลื่อนตำแหน่ง, การสนับสนุน"
3,717,prompt,adj.,พรอมพทฺ,"รวดเร็ว, ฉับพลัน"
3,718,proof,n.,พรูฟ,"หลักฐาน, พยาน, การพิสูจน์"
3,719,proper,adj.,พรอพเพอะ,"เหมาะสม, ถูกต้อง"
3,720,proposal,n.,พระโพเซิล,"ข้อเสนอ, คำขอแต่งงาน"
3,721,propose,v.,พระโพส,เสนอ
3,722,prosecutor,n.,โพรซิคคิวเทอะ,โจทก์
3,723,prospect,n.,โพรสเปคทฺ,"คาดการณ์, ภาพที่มองเห็น, โอกาส"
3,724,prove,v.,พรูฟ,"พิสูจน์, ทดสอบ"
3,725,provider,n.,พระไวเดอะ,ผู้จัด
3,726,provoke,v.,โพรโวค,"ทำให้โกรธ, ยุแหย"
3,727,publication,n.,พับบลิคเคเชิน,"สิ่งพิมพ์, การโฆษณา, การประกาศ"
3,728,publicly,adv.,พับบลิคลี,อย่างเปิดเผยให้สาธารณะ
3,729,publisher,n.,พับบลิชเชอะ,สำนักพิมพ์
3,730,punctual,adj.,พังคฺชวล,"ตรงเวลา, ตามกำหนด"
3,731,punctuation,n.,พังคฺชูเอเชิน,การใช้จุดเครื่องหมายวรรคตอน
3,732,punishment,n.,พันนิชเมินทฺ,การลงโทษ
3,733,purchase,n.,เพอร์เชิส,"การซื้อ, ของ, ของซื้อ, ราคา"
3,734,purpose,n.,เพอร์เพิส,"ความประสงค, ความมุ่งหมาย"
3,735,put away,v.,พุท อะเว,"เก็บ, เอาไปเก็บ, กิน, ดื่ม"
3,736,put off,v.,พุท ออฟ,เลื่อน
3,737,put out,v.,พุท เอาทฺ,"เคือง, ไลออก, ดับไฟ"
3,738,quadrate,n.,ควอดเดรท,สี่เหลี่ยมจัตุรัส
3,739,quantity,n.,ควอนทะที,"จำนวน, ปริมาณ"
3,740,quaver,v.,เควฟเวอะ,สั่น
3,741,questionnaire,n.,เควสเชินแนร์,แบบสอบถาม
3,742,quotation,n.,โควเทเชิน,"ถ้อยคำที่คัดมาจากกวี, อ้างคำพูด"
3,743,radical,adj.,แรดิเคิล,"โดยพื้นฐาน, โดยมูลฐาน"
3,744,ranch,n.,แรนชฺ,ฟาร์มเลี้ยงสัตว์ขนาดใหญ่
3,745,range,n.,เรนจฺ,"แถว, ลำดับ, ขอบเขต, เทือกเขา"
3,746,rayon,n.,เรยอน,ใยสังเคราะห์
3,747,real estate,n.,เรียล เอิสเตท,อสังหาริมทรัพย์
3,748,realistic,adj.,เรียลลิสติค,"เป็นไปได้, เป็นจริง"
3,749,realize,v.,เรียลไลซฺ,"ตระหนัก, เข้าใจ"
3,750,rebellion,n.,ริเบลเลียน,การกบฏ
3,751,recent,adj.,รีเซินทฺ,ไม่นานมานี้
3,752,recently,adv.,รีเซินทฺลี,เมื่อไม่นานมานี้
3,753,recipient,n.,ริซิพเพียนทฺ,ผู้รับ
3,754,recklessly,adv.,เรคเลิสลี,อย่างประมาท
3,755,recognition,n.,เรคเคิกนิชเชิน,การยอมรับ
3,756,recognize,n.,เรคเคิกไนซฺ,จำได้
3,757,recommend,v.,เรคคะเมินดฺ,"แนะนำ, เสนอแนะ"
3,758,recommendation,n.,เรคคะเมนเดเชิน,"การแนะนำ, การชี้แนะ"
3,759,reconfirm,v.,ริคคันเฟิร์ม,ยืนยันอีกครั้ง
3,760,recruit,v.,รีครูท,"รับคนใหม่, เกณฑ์ทหารใหม่"
3,761,recruitment,n.,รีครูทเมินทฺ,"การสรรหาบุคลากรใหม่, เการเกณฑ์หทารใหม่"
3,762,reduction,n.,รีดัคเชิน,การลดลง
3,763,reference,n.,เรฟฟะเรินซฺ,"การพาดพิง, การอ้างอิง"
3,764,reflexive,adj.,รีเฟลกซีฟ,"สะท้อนกลับ, ส่งกลับ"
3,765,regardless,adj.,รีการ์ดเลิส,"โดยไม่คำนึงถึง, โดยไม่เอาใจใส่"
3,766,region,n.,รีเจิน,ภูมิภาค
3,767,regional,adj.,รีเจินเนิล,ระดับภูมิภาค
3,768,regret,v.,รีเกรท,"เสียใจ, โทมนัส"
3,769,regular,adj.,เรกกิวละ,"ประจำ, ตามปกติ, สม่ำเสมอ"
